子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
361°火速与“最快女护士”解约,9月9日 18:03,0,,,非百家号页面，跳过评论爬取,,0
“最快女护士”未获得8万美元冠军奖金,9月5日 13:32,1,土牛一头,09-05 16:00,知道丑陋二字如何写吗？,贵州,10
“最快女护士”未获得8万美元冠军奖金,9月5日 13:32,2,回响年年,09-05 16:42,这届网友还是太闲了。,四川,0
“最快女护士”未获得8万美元冠军奖金,9月5日 13:32,3,余生相恋0X,09-05 16:37,竹篮打水一场空,江苏,8
“最快女护士”未获得8万美元冠军奖金,9月5日 13:32,4,55...8@qq.com,09-05 16:59,前八名都是非洲的,北京,1
“最快女护士”未获得8万美元冠军奖金,9月5日 13:32,5,武艺Nr,09-08 07:20,全给国外了,黑龙江,0
张水华哈尔滨马拉松总排名第九,9月5日 12:25,0,,,非百家号页面，跳过评论爬取,,0
“最快女护士”夺冠后落泪吐槽领导,9月5日 12:01,0,,,非百家号页面，跳过评论爬取,,0
张水华因工作繁忙请假调休,9月4日 22:06,0,,,非百家号页面，跳过评论爬取,,0
生理期跑马拉松夺冠!女护士哭诉领导不给她调班 近6个月参赛10次,9月2日 16:44,0,,,非百家号页面，跳过评论爬取,,0
"“最快女护士”跑马夺冠后,哭求“领导支持调休”,网友吵翻了",9月2日 15:20,1,赵欣慰168,09-02 16:47,要求支持没有错，给单位也有荣誉，，，,上海,0
"“最快女护士”跑马夺冠后,哭求“领导支持调休”,网友吵翻了",9月2日 15:20,2,男神的锁心尘,09-02 16:45,张护士带病夺冠真拼，希望她的努力能被理解。（15字）,湖北,0
“最快女护士”哭求领导支持调休引争议,9月2日 12:35,0,,,非百家号页面，跳过评论爬取,,0
"哈尔滨马拉松引热议,张水华夺冠后为何哭诉领导?钱和名利她都要",9月2日 12:29,0,,,非百家号页面，跳过评论爬取,,0
护士全马夺冠后续,9月2日 10:39,0,,,非百家号页面，跳过评论爬取,,0
"“最快女护士”哭求调休跑马拉松,福州市卫健委回应",9月2日 09:53,0,,,非百家号页面，跳过评论爬取,,0
"“最快女护士”哭求领导支持调休跑马引热议,其个人账号已关评",,1,咸鱼Rr19,09-02 14:11,利精主义者  可笑,广东,0
"“最快女护士”哭求领导支持调休跑马引热议,其个人账号已关评",,2,热烈又飘然丶光芒6,09-02 12:15,张水华护士跑马夺冠真棒，兼顾工作与热爱不易，为你点赞。,江西,0
