子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
市场监管总局已约谈主要外卖平台 抵制恶性补贴,9月9日 15:00,0,,,,,0
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,1,药师皮尔卡丹金,08-18 16:06,其实很多小店铺都没有怎么参与了，那个劵根本用不了。所以点外卖也理性了,四川,3
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,2,GUNDAMFANS无悔,08-18 16:35,你妈对你好不,山东,0
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,3,geanse,08-18 17:03,底层人士肯定是开心的，每顿至少省个四五块钱，一个月下来就是接近100，这不是实打实的惠民吗,福建,6
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,4,aimily_ok,08-18 20:07,然后平台烧的是你的存款，你的基金，你的股票……你还这么淡定？,江苏,0
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,5,撒满阳光_白羊,08-18 16:41,我看评论里，大多数网友都说自己订外卖便宜了，可小便还站在道德制高点置喙呢，能省到钱，就是对老百姓最好的。,河南,25
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,6,haoqmena,08-18 17:31,踩豪单车送外卖~开豪车送外卖~外卖这行业为土豪享受牛马赚流量,广东,2
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,7,百度网友8d110f38,08-18 16:09,你要记住对你好的永远都是错误的就行了！,河南,1
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,8,柳橙汁81,08-18 17:07,客户是最大的受益者呀，原来25的餐现在18就搞定，还不嘻嘻吗,福建,5
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,9,flixya,08-18 16:32,外卖平台多合一，就留一个。改成国企。,河南,1
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,10,骨灰复燃,08-18 15:36,赚了这么多年钱了，把钱回馈给消费者不行吗？,河北,34
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,11,ajiliusiI,08-18 17:06,我只知道现在点外卖比外面吃还便宜，卷不卷的我不管，贵了上外面吃，便宜了点外卖,山西,5
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,12,舒曼01,08-18 17:54,我很后悔，去旅游时曾点过一次外卖。当我听到父母在论断饭菜的味道时，我的心在滴血，好想看到父母亲温情的注视与合作，为人父母，莫被食物钩了魂魄，如果能换来父母亲的温暖的陪伴，愿世上没有外卖没有餐饮店没有灯红酒绿权利名次，请回家陪祖先爷爷奶奶老婆孩子一家人一同做饭，不在饭是什么，是一家人的身心的准备饭菜时的接纳交融与团结合一,浙江,2
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,13,上海老实和尚,08-18 15:38,被淘汰的只会是高度同质化无特色的商家,上海,3
人民网三评“外卖大战”之一：谁在“卷”，“卷”了谁？,8月18日 13:54,14,airuqi,08-18 16:48,骑手赚了 ，其他没人赚。徐州本来10块钱的饭，现在20块才能买到，估计以后也便宜不了了。,江苏,3
