子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
韩国警方对涉嫌参与内乱的两名前高官实施出境禁令,5月27日 15:24,0,,,,,0
尹锡悦涉嫌发动内乱案举行第三次庭审,5月12日 11:33,1,悠默短剧5421,05-12 09:34,法治社会，公正为先，期待真相大白！,云南,0
曾直播翻墙进国会的李在明，被控两年监禁,2月27日 18:54,0,,,,,0
韩国警方：正在对袭击首尔西部地方法院的66人依次申请拘捕令,1月20日 11:06,1,华为54321hHP,01-20 11:10,看看人家，还是咱们中国安全啊！和谐社会，你值得拥有！,广东,1
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,1,新秀洋洋cu,01-18 04:13,韩国士兵用枪对着国会议员，并把一个男性议员打到在地，要不是有知名祖辈的女性议员的怒斥，事态可能更加凶险，国会是国家指定法律的机关，却被这样摧残，想想就可怕，而更令人难以理解的是做出如此行为总统所在的政党支持率却反而增加，搞不懂，实在搞不懂,山东,25
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,2,小龍女的笨笨,01-18 01:02,这个是人写的东西吗，,浙江,8
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,3,饮水思源井冈山,01-18 07:19,外国的那一套国人如果搞得懂那才奇了怪了,山东,2
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,4,大漠孤烟132317,01-18 00:38,尹版内乱法,河北,4
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,5,饮水思源井冈山,01-18 06:25,就是尹锡悦搞戒严被国会定性为搞内乱，允许特别检查。这表明尹坐班房的结局已经定了。,山东,1
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,6,一兵卒,01-18 01:02,尹锡悦派军队围堵阻止议员投票，问题应该很严重。,山东,29
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,7,仙客来大学士,01-18 04:58,全称是伊锡悦内乱特检法。,湖南,0
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,8,饮水思源井冈山,01-18 07:26,央视简讯。外国内政不予置评，也不作解释。,山东,0
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,9,东方云16888,01-18 03:17,这次总检察长尝到了以前对付的反对派一套终于用到自己头上了！,上海,4
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,10,质仗Ds034,02-17 04:23,现在有的孩子啥也不懂装逼，对老人大不敬,北京,0
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,11,饮水思源井冈山,01-18 07:23,本质上还是依法治国，就是在法律面前，总统也必须受法律的约束。,山东,0
韩国国会全体会议通过“内乱特检法”,1月17日 22:39,12,饮水思源井冈山,01-18 07:26,最后实际上就是被美国甩了,山东,0
