子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
陈雨菲深夜就医，原因找到，张军不该犯错,9月6日 13:24,0,,,非百家号页面，跳过评论爬取,,0
陈雨菲伤情出炉，将暂别赛场,9月3日 09:06,1,快手刷boss,09-03 09:13,陈雨菲带伤拼搏真坚韧，好好休养早日康复。等你归来再创佳绩。,重庆,0
"陈雨菲公布伤情:右脚踝踝后撞击并伴少量骨髓水肿,前距腓韧带部分撕裂,跟腓、三角韧带1级损伤",9月2日 22:43,0,,,无评论,,0
"陈雨菲伤情公布:右踝韧带损伤、部分撕裂,需休养三周",9月2日 20:30,1,丙夏dE,09-03 11:34,雨菲大帝不愧为中国羽毛球一姐,上海,0
"陈雨菲伤情公布:右踝韧带损伤、部分撕裂,需休养三周",9月2日 20:30,2,全宇宙的爱恋,09-02 20:57,陈雨菲带伤拼搏够硬气，安心养伤期待赛场再见。,上海,1
"陈雨菲伤情公布:右踝韧带损伤、部分撕裂,需休养三周",9月2日 20:30,3,美梅晨曦,09-03 06:45,遗憾，要不然这次能够获得冠军,河北,1
"陈雨菲坐轮椅现身,伤情公布:跟腓、三角韧带1级损伤",9月2日 20:17,1,赵sir的sing天,09-02 21:18,陈雨菲真坚强，带伤拼搏到亚军。乐观面对伤情，明年巴黎再战！,湖南,2
羽毛球世锦赛中国女单折戟，卫冕冠军惨遭淘汰,9月1日 12:32,0,,,非百家号页面，跳过评论爬取,,0
陈雨菲赛后被搀扶离场,8月31日 10:58,0,,,非百家号页面，跳过评论爬取,,0
陈雨菲3年前决赛负山口茜，个人大满贯只差世锦赛,8月30日 21:52,0,,,非百家号页面，跳过评论爬取,,0
